OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude,Geocoding Status,Geocoding Query
6310,CIRCLE K #2707515,US-27/SR-25 & US-98/US-700/SR-700/SR-66,Sebring,FL,140,3.389,27.4957453,-81.4410425,success,"CIRCLE K #2707515, Sebring, FL, USA"
6315,AYERCO #25,US-24,Taylor,MO,494,3.01566666,39.9381011,-91.5237663,success,"AYERCO #25, Taylor, MO, USA"
6318,Chisholm Corner #15,"I-35, EXIT 72 & US-19",Pauls Valley,OK,569,3.38733333,34.7392055,-97.218509,success,"Chisholm Corner #15, Pauls Valley, OK, USA"
6326,KANZA TRAVEL PLAZA,"I-35, EXIT 231 AND US-177",Braman,OK,500,3.02733333,36.9400183,-97.3437401,success,"KANZA TRAVEL PLAZA, Braman, OK, USA"
6327,PETRO STOPPING CENTER #312,"I-40 & I-75, EXIT 369",Knoxville,TN,405,3.42566666,35.9603948,-83.9210261,success,"PETRO STOPPING CENTER #312, Knoxville, TN, USA"
6330,TA EDINBURG TRAVEL CENTER,I-69C/US-281 & FM-2812,Edinburg,TX,639,3.01066666,26.3013982,-98.1624501,success,"TA EDINBURG TRAVEL CENTER, Edinburg, TX, USA"
6334,231 PLAZA AND TRUCK STOP,US-231/SR-75 & SR-20,Youngstown,FL,20,3.494,30.3643628,-85.4382568,success,"231 PLAZA AND TRUCK STOP, Youngstown, FL, USA"
6341,TA RAWLINS TRAVEL CENTER,"I-80, EXIT 214",Rawlins,WY,795,3.72233333,41.7907878,-107.239176,success,"TA RAWLINS TRAVEL CENTER, Rawlins, WY, USA"
6346,SPEEDWAY #4710,US-71/SR-60,Windom,MN,425,3.299,43.8663464,-95.1169366,success,"SPEEDWAY #4710, Windom, MN, USA"
6351,FLYING J TRAVEL PLAZA #608,"I-10, EXIT 1",Ehrenberg,AZ,930,3.959,33.6079331,-114.5197958,success,"FLYING J TRAVEL PLAZA #608, Ehrenberg, AZ, USA"
6356,CIRCLE K #2721536,ST 6 EAST,Batesville,MS,435,3.24066666,34.3095635,-89.933097,success,"CIRCLE K #2721536, Batesville, MS, USA"
6370,TA ROCKWALL TRAVEL CENTER,"I-30/US-67, EXIT 68 & SR-205",Rockwall,TX,630,3.13733333,32.9312336,-96.4597089,success,"TA ROCKWALL TRAVEL CENTER, Rockwall, TX, USA"
6374,TA ELGIN WEST TRAVEL CENTER,I-90 &  US-20,Hampshire,IL,290,3.459,42.0978028,-88.5303643,success,"TA ELGIN WEST TRAVEL CENTER, Hampshire, IL, USA"
6387,FLYING J FRANCHISE #966,"I-80, EXIT 229",Battle Mountain,NV,966,3.79233333,40.6414251,-116.9338287,success,"FLYING J FRANCHISE #966, Battle Mountain, NV, USA"
6391,TOOT N TOTUM #106,US-287,Dumas,TX,585,3.00566666,35.8726946,-101.9735771,success,"TOOT N TOTUM #106, Dumas, TX, USA"
6393,PILOT TRAVEL CENTER #478,"I-64, EXIT 92",Leavenworth,IN,415,3.959,38.2394607,-86.3629347,success,"PILOT TRAVEL CENTER #478, Leavenworth, IN, USA"
6401,CIRCLE K #2723457,"I-10, EXIT 34-B",Gulfport,MS,715,2.989,30.4489977,-89.0760138,success,"CIRCLE K #2723457, Gulfport, MS, USA"
6434,AMPRIDE ALL ROUND TRUCK STOP,US-20,Fort Dodge,IA,343,3.299,42.5044017,-94.1910044,success,"AMPRIDE ALL ROUND TRUCK STOP, Fort Dodge, IA, USA"
6441,GRAND OIL,"I-75, EXIT 41 & SR-80",London,KY,410,3.499,37.1283343,-84.0835576,success,"GRAND OIL, London, KY, USA"
6442,CLARK OIL #49,US-84,Laurel,MS,620,2.999,31.6925181,-89.1311207,success,"CLARK OIL #49, Laurel, MS, USA"
6448,CIRCLE K #2723392,"I-59, EXIT 97 & US-84",Laurel,MS,620,2.95233333,31.6983435,-89.1160212,success,"CIRCLE K #2723392, Laurel, MS, USA"
6462,ARCO #471770,US-281 & SR-5,Dunseith,ND,452,3.499,48.813057,-100.060968,success,"ARCO #471770, Dunseith, ND, USA"
6468,TA SAYRE TRAVEL CENTER,"I-40 & CEMETARY RD, EXIT 26",Sayre,OK,483,3.064,35.2979543,-99.6399648,success,"TA SAYRE TRAVEL CENTER, Sayre, OK, USA"
6480,FLYING J #934,"I-84, EXIT 265",La Grande,OR,982,3.53566666,45.3246068,-118.0878695,success,"FLYING J #934, La Grande, OR, USA"
6492,FLICKS,US-49,Richland,MS,760,2.999,32.2390366,-90.1584207,success,"FLICKS, Richland, MS, USA"
6496,SPEEDY EXPRESS #38,"I-35, EXIT 305",Mathis,TX,625,3.199,28.1064941,-97.8218209,success,"SPEEDY EXPRESS #38, Mathis, TX, USA"
6502,SQUAW CREEK TRAVEL PLAZA,"I-29, EXIT 79 & US-159",Forest City,MO,400,3.339,39.9824969,-95.1919204,success,"SQUAW CREEK TRAVEL PLAZA, Forest City, MO, USA"
6517,HARDYS #5,"I-80, EXIT 4   4",Wendover,UT,835,3.499,40.7375965,-114.0314197,success,"HARDYS #5, Wendover, UT, USA"
6518,TOWN PUMP FOOD STORE #310,"I-15, EXIT 164",Boulder,MT,816,3.559,46.236595,-112.120834,success,"TOWN PUMP FOOD STORE #310, Boulder, MT, USA"
6526,TULIP CITY TRUCK STOP,"I-196 & SR-40, EXIT 49",Holland,MI,344,3.739,42.7377137,-86.066242,success,"TULIP CITY TRUCK STOP, Holland, MI, USA"
6527,ZIP TRIP #50,"I-90, EXIT 426",Park City,MT,780,3.584,45.6327243,-108.9179269,success,"ZIP TRIP #50, Park City, MT, USA"
6547,FLYING J TRAVEL PLAZA #762,"I-90, EXIT 126 & SR-59",Gillette,WY,836,3.899,44.290635,-105.501876,success,"FLYING J TRAVEL PLAZA #762, Gillette, WY, USA"
6562,PILOT #1323,"I-29, EXIT 35",Faucett,MO,400,3.27233333,39.6006007,-94.801019,success,"PILOT #1323, Faucett, MO, USA"
6563,Road Ranger #282,"I-35, EXIT 500",Gainesville,TX,630,3.17566666,33.6695709,-97.1529724,success,"Road Ranger #282, Gainesville, TX, USA"
6564,FLYING J FRANCHISE #970,US-395,Pasco,WA,925,4.599,46.2306739,-119.0921,success,"FLYING J FRANCHISE #970, Pasco, WA, USA"
6565,TA Greeneville Travel Center,"I-81,  EXIT 36",Greeneville,TN,405,3.55233333,36.1631981,-82.8310464,success,"TA Greeneville Travel Center, Greeneville, TN, USA"
6567,YELLOWSTONE TRUCK SHOP,"I-90, EXIT 330",Livingston,MT,786,3.649,45.6623873,-110.5615899,success,"YELLOWSTONE TRUCK SHOP, Livingston, MT, USA"
6577,AC & T TRAVEL CENTER,"I-81, EXIT 5 W",Hagerstown,MD,70,3.659,39.6430455,-77.7191081,success,"AC & T TRAVEL CENTER, Hagerstown, MD, USA"
6578,PILOT TRAVEL CENTER #909- TOWN PUMP,"I-15 & US-2, EXIT 363",Shelby,MT,815,3.63566666,48.5122601,-111.8727102,success,"PILOT TRAVEL CENTER #909- TOWN PUMP, Shelby, MT, USA"
6588,TOWN PUMP FOOD STORE #4300,"I-90, EXIT 249",Whitehall,MT,786,3.659,45.87076,-112.097494,success,"TOWN PUMP FOOD STORE #4300, Whitehall, MT, USA"
6593,LITTLE AMERICA TRAVEL CENTER,"I-40, EXIT 198",Flagstaff,AZ,930,3.539,35.191237,-111.617347,success,"LITTLE AMERICA TRAVEL CENTER, Flagstaff, AZ, USA"
6607,TRANSIT TRUCK STOP,"I-97, EXIT 10",Millersville,MD,22,3.46566666,39.0595542,-76.6480219,success,"TRANSIT TRUCK STOP, Millersville, MD, USA"
6608,7-ELEVEN #35560,SR-16,Charlotte,NC,46,3.999,35.1197611,-80.8803623,success,"7-ELEVEN #35560, Charlotte, NC, USA"
6628,FLYING J TRAVEL PLAZA #682,"I-85, EXIT 150",Haw River,NC,65,3.94233333,36.091526,-79.3641862,success,"FLYING J TRAVEL PLAZA #682, Haw River, NC, USA"
6632,TA SAVANNAH TRAVEL CENTER,"I-95/SR-405,  EXIT 87 & US-17/SR-25",Richmond Hill,GA,195,3.35066666,31.9382381,-81.3035515,success,"TA SAVANNAH TRAVEL CENTER, Richmond Hill, GA, USA"
6633,BAKER TRUCK CORRAL,"I-84, EXIT 304",Baker City,OR,982,3.42566666,44.7810942,-117.8131221,success,"BAKER TRUCK CORRAL, Baker City, OR, USA"
6640,PETRO STOPPING CENTER JOHNSTOWN,"I-25, EXIT 254",Johnstown,CO,800,3.42733333,40.3350303,-104.9092844,success,"PETRO STOPPING CENTER JOHNSTOWN, Johnstown, CO, USA"
6642,TA VERO BEACH TRAVEL CENTER #197,"I-95/SR-9, EXIT 147 & SR-60",Vero Beach,FL,95,3.484,27.6387163,-80.3975399,success,"TA VERO BEACH TRAVEL CENTER #197, Vero Beach, FL, USA"
6646,FAMILY EXPRESS #35 (DISCOUNT AVAILABLE),"I-65, EXIT 215 & SR-114",Rensselaer,IN,365,3.13233333,40.9367045,-87.1508562,success,"FAMILY EXPRESS #35 (DISCOUNT AVAILABLE), Rensselaer, IN, USA"
6655,BP DBA TA ELKTON TRAVEL CENTER,"I-95,  EXIT 109B",Elkton,MD,150,4.969,39.6065073,-75.8330934,success,"BP DBA TA ELKTON TRAVEL CENTER, Elkton, MD, USA"
6659,GURNEE TRUCK STOP,US-41,Gurnee,IL,290,3.289,42.3702996,-87.9020186,success,"GURNEE TRUCK STOP, Gurnee, IL, USA"
6661,TA FRANKLIN TRAVEL CENTER,"I-65, EXIT 61",Franklin,TN,460,3.839,35.925206,-86.8689419,success,"TA FRANKLIN TRAVEL CENTER, Franklin, TN, USA"
6663,TA of Mocksville,"I-40, EXIT 170 & US-601",Mocksville,NC,46,3.699,35.8940236,-80.5617846,success,"TA of Mocksville, Mocksville, NC, USA"
6677,ROADWAY TRAVEL CENTER,"I-29, EXIT 73",Sioux Falls,SD,530,3.199,43.5476008,-96.7293629,success,"ROADWAY TRAVEL CENTER, Sioux Falls, SD, USA"
6693,SAPP BROS TRAVEL CENTER,US-77,Fremont,NE,486,3.34566666,41.471377,-96.4959708,success,"SAPP BROS TRAVEL CENTER, Fremont, NE, USA"
6701,JACKS TRUCK STOP,"I-65, EXIT 304 & SR-69",Cullman,AL,615,3.999,34.1748408,-86.8435802,success,"JACKS TRUCK STOP, Cullman, AL, USA"
6704,FL Roberts,"I-91, EXIT 24",Whately,MA,100,3.559,42.4399249,-72.6349083,success,"FL Roberts, Whately, MA, USA"
6716,MARATHON,"I-29/US-81, EXIT 65 & I-94 BUS/US-10",Fargo,ND,341,3.449,46.8665036,-96.861168,success,"MARATHON, Fargo, ND, USA"
6721,STAMART 1222,"I-29, EXIT 64",Fargo,ND,341,3.38566666,46.877229,-96.789821,success,"STAMART 1222, Fargo, ND, USA"
6725,TA EXPRESS GRAND FORKS #948,"I-29, EXIT 141 & US-2",Grand Forks,ND,355,3.539,47.9252104,-97.0306325,success,"TA EXPRESS GRAND FORKS #948, Grand Forks, ND, USA"
6734,TOMAHAWK TRUCK STOP,"I-25, EXIT 128",Fountain,CO,803,3.299,38.682219,-104.7008056,success,"TOMAHAWK TRUCK STOP, Fountain, CO, USA"
6736,EAGLEVILLE TRAVEL CENTER,"I-35 & ROUTE N, EXIT 106",Eagleville,MO,320,2.93566666,40.4691664,-93.9871736,success,"EAGLEVILLE TRAVEL CENTER, Eagleville, MO, USA"
6742,Holiday #3810,"I-94/US-52, EXIT 178 & SR-24",Clearwater,MN,453,3.22066666,45.4135549,-94.0563889,success,"Holiday #3810, Clearwater, MN, USA"
6744,FLYING J #550,US-2/US-52,Minot,ND,273,3.93566666,48.2241119,-101.3507008,success,"FLYING J #550, Minot, ND, USA"
6745,TIGER TRUCK STOP,"I-10, EXIT 139",Grosse Tete,LA,600,3.059,30.4169167,-91.4359014,success,"TIGER TRUCK STOP, Grosse Tete, LA, USA"
6755,PETRO STOPPING CENTER #326,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.20733333,34.769536,-92.2670941,success,"PETRO STOPPING CENTER #326, North Little Rock, AR, USA"
6760,BETTY BEAVERS TRUCKSTOP,"I-87, EXIT 32",Lewis,NY,12,3.719,40.980891,-75.628703,success,"BETTY BEAVERS TRUCKSTOP, I-87, EXIT 32, Lewis, NY, USA"
6765,CIRCLE C TRAVEL PLAZA,"I-95, EXIT 68 & SR-61",Walterboro,SC,195,3.079,32.9021377,-80.6672631,success,"CIRCLE C TRAVEL PLAZA, Walterboro, SC, USA"
6806,Onvo Travel Plaza,"I-78/US-22, EXIT 45 & SR-863",Kutztown,PA,90,3.32733333,40.5812506,-75.707165,success,"Onvo Travel Plaza, Kutztown, PA, USA"
6810,TA RICHMOND,"I-95, EXIT 89 & SR-802",Ashland,VA,180,3.60566666,37.7594012,-77.4806603,success,"TA RICHMOND, Ashland, VA, USA"
6811,PUMP & PANTRY #24,US-6/CR-74,Hastings,NE,330,3.399,40.5861322,-98.3898883,success,"PUMP & PANTRY #24, Hastings, NE, USA"
6823,PETRO STOPPING CENTER #301,"I-10, EXIT 37",El Paso,TX,640,3.124,31.7601001,-106.4870476,success,"PETRO STOPPING CENTER #301, El Paso, TX, USA"
6840,PETRO DEMING,"I-10, EXIT 68",Deming,NM,640,3.38566666,32.2719247,-107.754319,success,"PETRO DEMING, Deming, NM, USA"
6842,FLYNNS TRUCK PLAZA,"US-20, EXIT 11 & SR-140",Shrewsbury,MA,175,3.61566666,42.2960187,-71.71351,success,"FLYNNS TRUCK PLAZA, Shrewsbury, MA, USA"
6845,NEBRASKALAND TIRE SHOP,"I-80, EXIT 237 & US-283",Lexington,NE,330,2.999,40.7788486,-99.7414869,success,"NEBRASKALAND TIRE SHOP, Lexington, NE, USA"
6850,BROKEN WHEEL TRUCK STOP,"I-25, EXIT 135",Douglas,WY,790,3.759,42.7595708,-105.382624,success,"BROKEN WHEEL TRUCK STOP, Douglas, WY, USA"
6857,TA SPARKS TRAVEL CENTER,"I-80, EXIT 19 & SR-659",Sparks,NV,966,3.899,39.5347691,-119.7552534,success,"TA SPARKS TRAVEL CENTER, Sparks, NV, USA"
6859,PRIME STOP,US-81,Norfolk,NE,470,3.229,42.0283379,-97.4169964,success,"PRIME STOP, Norfolk, NE, USA"
6864,JJS TRUCK STOP,"I-30, EXIT 106",Malvern,AR,695,3.31566666,34.3625823,-92.8092694,success,"JJS TRUCK STOP, Malvern, AR, USA"
6869,TA WHEELING TRAVEL CENTER,"I-70, EXIT 11 & CR-41",Valley Grove,WV,165,3.529,40.0875732,-80.5703508,success,"TA WHEELING TRAVEL CENTER, Valley Grove, WV, USA"
6883,PILOT TRAVEL CENTERS #517,US- 22 & SR-322,Duncannon,PA,70,4.199,40.3931433,-77.0325751,success,"PILOT TRAVEL CENTERS #517, Duncannon, PA, USA"
6885,GO MART FOOD STORE #31,"I-77, EXIT 95 & SR-61",Charleston,WV,44,3.499,38.3505995,-81.6332812,success,"GO MART FOOD STORE #31, Charleston, WV, USA"
6886,PWI #535,"I-70, EXIT 47",Palisade,CO,800,3.379,39.1102587,-108.350919,success,"PWI #535, Palisade, CO, USA"
6897,Speedee Mart #2890,US-20 & US-83,Valentine,NE,475,3.329,42.8746752,-100.5506158,success,"Speedee Mart #2890, Valentine, NE, USA"
6901,PRIME STOP,US-275,Wisner,NE,470,3.259,41.9914879,-96.9233253,success,"PRIME STOP, Wisner, NE, USA"
6915,FLITE LINE SUNOCO,"I-95, EXIT 3",Portsmouth,NH,34,3.69566666,43.0751306,-70.7601826,success,"FLITE LINE SUNOCO, Portsmouth, NH, USA"
6927,TORCH 85 TRUCK PLAZA,"I-85, EXIT 42",Tuskegee,AL,720,3.27233333,32.4240535,-85.6908715,success,"TORCH 85 TRUCK PLAZA, Tuskegee, AL, USA"
6944,CROSSROADS TRUCK STOP,"I-82, EXIT 1 & US-730",Umatilla,OR,982,3.239,45.9179173,-119.324435,success,"CROSSROADS TRUCK STOP, Umatilla, OR, USA"
6948,PILOT #4563,"I-8I, EXIT 77",Harrisburg,PA,70,3.869,40.2663107,-76.8861122,success,"PILOT #4563, Harrisburg, PA, USA"
6951,ARROWHEAD TRAVEL PLAZA,"I-84, EXIT 216 & SR 331,",Pendleton,OR,982,3.259,45.6427831,-118.6822732,success,"ARROWHEAD TRAVEL PLAZA, Pendleton, OR, USA"
6954,BOLLA MARKET #198,SR-17MAHWA,Mahwah,NJ,115,3.58566666,41.0960663,-74.1579431,success,"BOLLA MARKET #198, Mahwah, NJ, USA"
6960,FLYING J TRAVEL PLAZA #761,"I-80 & US-189, EXIT 3",Evanston,WY,835,3.699,41.2682462,-110.963758,success,"FLYING J TRAVEL PLAZA #761, Evanston, WY, USA"
6961,LITTLE AMERICA,"I-80, EXIT 358 & I-25, EXIT 9 & US-30",Cheyenne,WY,795,3.709,41.5443686,-109.8581261,success,"LITTLE AMERICA, Cheyenne, WY, USA"
6962,LITTLE AMERICA TRAVEL CENTER,"I-80, EXIT 68 & SR-374",Little America,WY,835,3.52566666,41.5443686,-109.8581261,success,"LITTLE AMERICA TRAVEL CENTER, Little America, WY, USA"
6963,Atlantis Fresh Market #553,"I-84, EXIT 1",Montague,NJ,120,3.509,40.001319,-86.107611,success,"Atlantis Fresh Market #553, Montague, NJ, USA"
6968,R STORE #4513,US-41,Fond Du Lac,WI,360,3.299,43.7748763,-88.4458033,success,"R STORE #4513, Fond Du Lac, WI, USA"
6970,TA Twin City East Travel Center,I-94  EXIT 4 & US-12,Hudson,WI,450,3.54733333,44.9750953,-92.7554671,success,"TA Twin City East Travel Center, Hudson, WI, USA"
6971,KWIK TRIP #1013,"I-41, EXIT 57 & SR-167",Richfield,WI,444,3.39066666,43.251541,-88.184731,success,"KWIK TRIP #1013, Richfield, WI, USA"
6975,TRUCKERS INN STOP,"I-90/I-94, EXIT 132 & US-51",De Forest,WI,420,3.199,33.6634087,-95.2613952,success,"TRUCKERS INN STOP, De Forest, WI, USA"
6976,MOASIS TRUCK CENTER,US-41,Little Chute,WI,444,3.199,44.2799872,-88.3184394,success,"MOASIS TRUCK CENTER, Little Chute, WI, USA"
6980,TA MADISON TRAVEL CENTER,"I-90/I-94/I-39, EXIT 132 & US-51",De Forest,WI,420,3.839,44.169873,-93.925071,success,"TA MADISON TRAVEL CENTER, De Forest, WI, USA"
6981,Kwik Trip #1197,"US-151, EXIT 26",Belmont,WI,335,3.564,42.7456907,-90.3412472,success,"Kwik Trip #1197, Belmont, WI, USA"
6984,TA HURRICANE TRAVEL CENTER,"I-64, EXIT 39 & SR-34",Hurricane,WV,255,3.63233333,38.4325896,-82.0201368,success,"TA HURRICANE TRAVEL CENTER, Hurricane, WV, USA"
6986,LOVES TRAVEL STOP #448,"I-5, EXIT 136B, SR-509",Tacoma,WA,977,4.589,47.245148,-122.384518,success,"LOVES TRAVEL STOP #448, Tacoma, WA, USA"
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg,WA,977,3.859,46.9970635,-120.545122,success,"One9 #965, Ellensburg, WA, USA"
6992,FLYING J #1169,"I-5, EXIT 99",Tumwater,WA,977,4.599,46.9518175,-122.9406853,success,"FLYING J #1169, Tumwater, WA, USA"
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.059,47.6206047,-117.5069288,success,"FLYING J FRANCHISE #967, Spokane, WA, USA"
6999,SIMMONS TRAVEL CENTER,"I-85, EXIT 4 & SR-93/SR-903",Bracey,VA,180,3.099,36.5996463,-78.1508589,success,"SIMMONS TRAVEL CENTER, Bracey, VA, USA"
7003,TA ASHLAND TRAVEL CENTER,"I-95, EXIT 92 & SR-54",Ashland,VA,180,3.64233333,37.7594012,-77.4806603,success,"TA ASHLAND TRAVEL CENTER, Ashland, VA, USA"
7004,FRANKS TRUCKING CENTER,"I-264, EXIT 13B",Chesapeake,VA,130,3.449,36.7168315,-76.2494453,success,"FRANKS TRUCKING CENTER, Chesapeake, VA, USA"
7005,PETRO STOPPING CENTER,"I-81 & I-64, EXIT 205",Raphine,VA,185,3.659,37.9373548,-79.2328102,success,"PETRO STOPPING CENTER, Raphine, VA, USA"
7007,KUM & GO #0201,"I-80, EXIT 242",Coralville,IA,380,3.294,41.6813016,-91.5662198,success,"KUM & GO #0201, Coralville, IA, USA"
7013,ERNIES TRUCK PLAZA,"I-15, EXIT 112",Beaver,UT,910,3.399,38.288203,-112.6418267,success,"ERNIES TRUCK PLAZA, Beaver, UT, USA"
7016,TA SALT LAKE CITY TRAVEL CENTER,"I-80, EXIT 99",Tooele,UT,835,3.769,40.5307776,-112.29828,success,"TA SALT LAKE CITY TRAVEL CENTER, Tooele, UT, USA"
7018,FLYING J TRAVEL PLAZA #746,"I-15 & I-80 SR 201, EXIT 305",Salt Lake City,UT,835,3.73233333,40.7596198,-111.886797,success,"FLYING J TRAVEL PLAZA #746, Salt Lake City, UT, USA"
7023,TA AMARILLO WEST TRAVEL CENTER,"I-40, EXIT 74",Amarillo,TX,585,3.279,35.20729,-101.8371192,success,"TA AMARILLO WEST TRAVEL CENTER, Amarillo, TX, USA"
7037,SAMS TRUCK STOP,"I-10, EXIT 138",Van Horn,TX,640,3.999,31.0347213,-104.8565327,success,"SAMS TRUCK STOP, Van Horn, TX, USA"
7045,BUBBLE CITY TRUCK STOP,US-64,Farmington,NM,614,3.70566666,36.7188167,-108.168031,success,"BUBBLE CITY TRUCK STOP, Farmington, NM, USA"
7051,PILOT #887,US-84 & US-180,Snyder,TX,575,3.24566666,32.7052212,-100.8656327,success,"PILOT #887, Snyder, TX, USA"
7056,TA SWEETWATER TRAVEL CENTER,"I-20, EXIT 242",Sweetwater,TX,575,3.15233333,32.4709519,-100.405938,success,"TA SWEETWATER TRAVEL CENTER, Sweetwater, TX, USA"
7058,YESWAY #1125,"I-27, EXIT 1C",Lubbock,TX,700,2.969,33.5518336,-101.8348922,success,"YESWAY #1125, Lubbock, TX, USA"
7059,TA BIG SPRING TRAVEL CENTER,"I-20, EXIT 177 & US-87",Big Spring,TX,612,3.699,32.219693,-101.505987,success,"TA BIG SPRING TRAVEL CENTER, Big Spring, TX, USA"
7064,SPEEDWAY #9804,"I-10, EXIT 25",El Paso,TX,640,3.41566666,31.7535948,-106.3455238,success,"SPEEDWAY #9804, El Paso, TX, USA"
7066,REFUEL #328,"I-35,  EXIT 204",San Marcos,TX,595,2.999,29.8826436,-97.9405828,success,"REFUEL #328, San Marcos, TX, USA"
7072,TA ANTIOCH TRAVEL CENTER,"I-24, EXIT 62",Antioch,TN,460,3.50566666,44.169873,-93.925071,success,"TA ANTIOCH TRAVEL CENTER, Antioch, TN, USA"
7077,THE TENNESSEAN TRUCKSTOP,"I-65, EXIT 22 & US-31 ALT/SR-11",Cornersville,TN,460,3.799,35.3614649,-86.8397237,success,"THE TENNESSEAN TRUCKSTOP, Cornersville, TN, USA"
7078,TA DENMARK TRAVEL CENTER,"I-40 & SR-138, EXIT 68",Denmark,TN,435,3.539,35.5328546,-89.003952,success,"TA DENMARK TRAVEL CENTER, Denmark, TN, USA"
7080,ONE9 #1422,"I-40, EXIT 197",Moriarty,NM,580,3.11566666,33.1788343,-87.4470123,success,"ONE9 #1422, Moriarty, NM, USA"
7082,Chevron,"I-65, EXIT 6",Ardmore,TN,460,3.599,35.0110761,-86.8775269,success,"Chevron, Ardmore, TN, USA"
7084,Holiday StationStore #2746500,US-12 & US-281,Aberdeen,SD,248,3.114,45.4649805,-98.487813,success,"Holiday StationStore #2746500, Aberdeen, SD, USA"
7087,PILOT #599,"I-90, EXIT 192 & I-90 BUS/US-83",Murdo,SD,506,3.799,43.8857252,-100.7048574,success,"PILOT #599, Murdo, SD, USA"
7088,FLYING J FRANCHISE #931,"I-90, EXIT 61",Rapid City,SD,506,3.15733333,44.0806041,-103.228023,success,"FLYING J FRANCHISE #931, Rapid City, SD, USA"
7092,LOVES TRAVEL STOP #445,I-90 EXIT 399 & SR 115,Sioux Falls,SD,530,3.889,43.603926,-96.713757,success,"LOVES TRAVEL STOP #445, Sioux Falls, SD, USA"
7095,TA MANNING TRAVEL CENTER,"I-95, EXIT 119",Manning,SC,135,3.51733333,33.6952318,-80.2107811,success,"TA MANNING TRAVEL CENTER, Manning, SC, USA"
7106,PILOT DEALER #1163,"I-80, EXIT 42",Emlenton,PA,165,4.03566666,41.1771825,-79.7099076,success,"PILOT DEALER #1163, Emlenton, PA, USA"
7112,TA HARRISBURG TRAVEL CENTER,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.81566666,40.2663107,-76.8861122,success,"TA HARRISBURG TRAVEL CENTER, Harrisburg, PA, USA"
7116,TA MILESBURG TRAVEL CENTER,"I-80, EXIT 158",Milesburg,PA,14,4.049,40.9417272,-77.7850022,success,"TA MILESBURG TRAVEL CENTER, Milesburg, PA, USA"
7121,TA BLOOMSBURG TRAVEL CENTER,"I-80, EXIT 232",Bloomsburg,PA,138,3.95733333,41.0044958,-76.4537302,success,"TA BLOOMSBURG TRAVEL CENTER, Bloomsburg, PA, USA"
7126,SAPP BROS TRAVEL CENTER,"I-80, EXIT 120",Clearfield,PA,14,3.899,41.041846,-78.393394,success,"SAPP BROS TRAVEL CENTER, Clearfield, PA, USA"
7128,FLYING J #518,"I-78, EXIT 10 (PA 645)",Myerstown,PA,208,3.869,40.4633908,-76.3399762,success,"FLYING J #518, Myerstown, PA, USA"
7129,TA BROOKVILLE TRAVEL CENTER,"I-80 EXIT 78, & SR-36",Brookville,PA,14,4.029,41.1604348,-79.0794702,success,"TA BROOKVILLE TRAVEL CENTER, Brookville, PA, USA"
7131,TA BREEZEWOOD TRAVEL CENTER,"I-76 & US30, EXIT 161",Breezewood,PA,14,4.299,39.9990119,-78.2404221,success,"TA BREEZEWOOD TRAVEL CENTER, Breezewood, PA, USA"
7132,Terrible Herbst dba/One9 #1395,"I-15, EXIT 12",Jean,NV,910,3.459,35.7788568,-115.3243823,success,"Terrible Herbst dba/One9 #1395, Jean, NV, USA"
7135,PETRO STOPPING CENTER #336,"I-81, EXIT 52 & I-76, EXIT 226",Carlisle,PA,70,4.149,40.201499,-77.1890783,success,"PETRO STOPPING CENTER #336, Carlisle, PA, USA"
7136,TA LAMAR TRAVEL CENTER,"I-80, EXIT 173 & SR-64",Lamar,PA,14,4.03566666,41.0161767,-77.5311034,success,"TA LAMAR TRAVEL CENTER, Lamar, PA, USA"
7137,TA BARKEYVILLE TRAVEL CENTER,"I-80, EXIT 29 & SR-8",Harrisville,PA,165,4.044,41.1367335,-80.0092442,success,"TA BARKEYVILLE TRAVEL CENTER, Harrisville, PA, USA"
7147,JUBITZ TRAVEL PLAZA,"I-5, EXIT 307",Portland,OR,935,3.859,45.5202471,-122.674194,success,"JUBITZ TRAVEL PLAZA, Portland, OR, USA"
7148,TA TROUTDALE TRAVEL CENTER,"I-84, EXIT 17",Troutdale,OR,935,3.93233333,45.5392862,-122.3873133,success,"TA TROUTDALE TRAVEL CENTER, Troutdale, OR, USA"
7154,TA OKLAHOMA CITY WEST TRAVEL CENTER,"I-40, EXIT 140",Oklahoma City,OK,483,3.30233333,35.4729886,-97.5170536,success,"TA OKLAHOMA CITY WEST TRAVEL CENTER, Oklahoma City, OK, USA"
7156,TA OKLAHOMA CITY EAST TRAVEL CENTER,"I-40, EXIT 142",Oklahoma City,OK,483,3.30066666,35.467402,-97.517758,success,"TA OKLAHOMA CITY EAST TRAVEL CENTER, Oklahoma City, OK, USA"
7166,TA London Travel Center,"I-70 & US-42, EXIT 79",London,OH,315,3.49233333,39.8864493,-83.448253,success,"TA London Travel Center, London, OH, USA"
7169,TA YOUNGSTOWN TRAVEL CENTER,"I-80 & SR 46, EXIT 223",Youngstown,OH,573,3.444,41.1035786,-80.6520161,success,"TA YOUNGSTOWN TRAVEL CENTER, Youngstown, OH, USA"
