OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude,Geocoding Status,Geocoding Query
2862,TA TALLULAH TRAVEL CENTER,"I-20, EXIT 171 & US-65",Tallulah,LA,760,3.209,32.4084539,-91.1869112,success,"TA TALLULAH TRAVEL CENTER, Tallulah, LA, USA"
2864,KUM & GO #0493,I-49 BUS/SR-59,Neosho,MO,535,3.059,36.8411622,-94.4092825,success,"KUM & GO #0493, Neosho, MO, USA"
2875,CIRCLE K #2744138,"I-25, EXIT 101 & US-50/SR-47",Pueblo,CO,803,3.399,38.3083241,-104.6168095,success,"CIRCLE K #2744138, Pueblo, CO, USA"
2883,PILOT TRAVEL CENTER #293,"I-75, EXIT 341 & CR-484",Ocala,FL,140,3.41233333,29.1871986,-82.1400923,success,"PILOT TRAVEL CENTER #293, Ocala, FL, USA"
2885,SP Truckstop & Travel Center,US-84/SR-38,Bainbridge,GA,20,3.599,30.9038252,-84.5754768,success,"SP Truckstop & Travel Center, Bainbridge, GA, USA"
2889,MOULTON COWBOYS,SR-157,Moulton,AL,615,3.099,34.477046,-87.290324,success,"MOULTON COWBOYS, Moulton, AL, USA"
2891,PETRO STOPPING CENTER #338,"I-80, EXIT 21",Sparks,NV,966,3.949,39.5347691,-119.7552534,success,"PETRO STOPPING CENTER #338, Sparks, NV, USA"
2895,EAGLE TRUCK STOP,I-77 EXIT 81,New Philadelphia,OH,249,3.31566666,40.4897871,-81.4456706,success,"EAGLE TRUCK STOP, New Philadelphia, OH, USA"
2896,NORTH LEWISTON DYNAMART,US-12 & SR 128,Lewiston,ID,970,3.669,43.1737217,-79.0403161,success,"NORTH LEWISTON DYNAMART, Lewiston, ID, USA"
2897,GAS N GO #15,"I-80, EXIT 41",Lyman,WY,827,3.46566666,36.4898881,-82.506576,success,"GAS N GO #15, Lyman, WY, USA"
2910,FLYING J TRAVEL PLAZA #685,"I-29 & I- 94, EXIT 349",Fargo,ND,341,3.569,46.877229,-96.789821,success,"FLYING J TRAVEL PLAZA #685, Fargo, ND, USA"
2913,ONE9#226,"I-40, EXIT 417 & SR-92",Dandridge,TN,405,3.259,36.0153693,-83.4148895,success,"ONE9#226, Dandridge, TN, USA"
2915,TP TRUCK STOP,"I-15, EXIT 80",Fort Hall,ID,825,3.519,32.729442,-97.33181,success,"TP TRUCK STOP, Fort Hall, ID, USA"
2917,GOLDYS TRUCK PLAZA,US-29,Rustburg,VA,185,3.519,37.2768113,-79.1008543,success,"GOLDYS TRUCK PLAZA, Rustburg, VA, USA"
2922,LOVES TRAVEL STOP #210,"I-40, EXIT 158",Albuquerque,NM,580,3.52066666,35.06498,-106.784762,success,"LOVES TRAVEL STOP #210, Albuquerque, NM, USA"
2923,LOVES TRAVEL STOP #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.611,37.937649,-77.466132,success,"LOVES TRAVEL STOP #435, Ruther Glen, VA, USA"
2924,HWY 190 FUEL STOP,US-190,Jasper,TX,610,3.13233333,30.9201995,-93.9965759,success,"HWY 190 FUEL STOP, Jasper, TX, USA"
2926,EXIT 77 TRAVEL PLAZA,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.499,40.355803,-76.727713,success,"EXIT 77 TRAVEL PLAZA, Harrisburg, PA, USA"
2929,TA EXPRESS STEELE,"I-94, EXIT 200 & SR- 3",Steele,ND,390,3.599,46.861337,-99.917057,success,"TA EXPRESS STEELE, Steele, ND, USA"
2935,CIRCLE K #2726163,"I-295, EXIT 22",Jacksonville,FL,75,3.299,30.195665,-81.550918,success,"CIRCLE K #2726163, Jacksonville, FL, USA"
2937,FLYING J TRAVEL PLAZA #664,"I-75, EXIT 171",Walton,KY,300,3.08566666,38.8756194,-84.6102213,success,"FLYING J TRAVEL PLAZA #664, Walton, KY, USA"
2956,PILOT TRAVEL CENTERS #275,"I-85, EXIT 39 I-77, EXIT 13",Charlotte,NC,46,3.55233333,35.2272086,-80.8430827,success,"PILOT TRAVEL CENTERS #275, Charlotte, NC, USA"
2963,SUPERPUMPER #26,"I-94, EXIT 258 & US-281",Jamestown,ND,390,3.629,46.910544,-98.708436,success,"SUPERPUMPER #26, Jamestown, ND, USA"
2967,PETRO STOPPING CENTER #317,"I-57, EXIT 71",Perrysburg,OH,550,3.78566666,41.5571178,-83.6279321,success,"PETRO STOPPING CENTER #317, Perrysburg, OH, USA"
2968,E-Z MART #4460,"I-20,  EXIT 124",Monroe,LA,719,3.129,32.5025471,-92.116219,success,"E-Z MART #4460, Monroe, LA, USA"
2977,DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",Kadoka,SD,506,3.229,43.833882,-101.509866,success,"DISCOUNT FUEL, Kadoka, SD, USA"
2982,CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",Knoxville,AL,705,3.089,32.9882992,-87.7890005,success,"CIRCLE K #2723726, Knoxville, AL, USA"
3003,CHEVRON,"I-20, EXIT 186",Delta,LA,760,2.994,32.3157553,-90.9605842,success,"CHEVRON, Delta, LA, USA"
3008,BUSY BEE,"I-10, EXIT 283 & US-129",Live Oak,FL,10,3.779,30.3319755,-82.9602815,success,"BUSY BEE, Live Oak, FL, USA"
3022,TA GREENCASTLE TRAVEL CENTER,"I-81, EXIT 5",Greencastle,PA,70,3.959,44.169873,-93.925071,success,"TA GREENCASTLE TRAVEL CENTER, Greencastle, PA, USA"
3030,Mr Ts Riverside,US-412,Cardwell,MO,435,3.199,36.0495441,-90.2931492,success,"Mr Ts Riverside, Cardwell, MO, USA"
3064,PORTS TO PLAINS TRAVEL PLAZA,US-50 & US-287,Lamar,CO,800,3.399,38.0872306,-102.620749,success,"PORTS TO PLAINS TRAVEL PLAZA, Lamar, CO, USA"
3086,SPEEDWAY #4638,US-29,Madison Heights,VA,185,3.49566666,37.4505044,-79.1212506,success,"SPEEDWAY #4638, Madison Heights, VA, USA"
3093,RSTORE #4488,US-51,Merrill,WI,395,3.24066666,45.180522,-89.683459,success,"RSTORE #4488, Merrill, WI, USA"
3096,HOBO PANTRY #6,US-431/SR-210,Dothan,AL,20,3.959,31.2683868,-85.4169163,success,"HOBO PANTRY #6, Dothan, AL, USA"
3118,MOBIL,"I-87, EXIT 42 & US-11",Champlain,NY,39,3.799,44.980581,-73.4604618,success,"MOBIL, Champlain, NY, USA"
3128,TA ATLANTA SOUTH TRAVEL CENTER,"I-75, EXIT 201 & SR-36",Jackson,GA,18,3.334,33.2945651,-83.9660209,success,"TA ATLANTA SOUTH TRAVEL CENTER, Jackson, GA, USA"
3138,TA EXPRESS #6264,"I-70, EXIT 26 & US-50",Grand Junction,CO,800,4.049,39.1092083,-108.6410225,success,"TA EXPRESS #6264, Grand Junction, CO, USA"
3139,CHEROKEE TRAVEL MART,"I-40,  EXIT 108",Calumet,OK,483,3.10566666,35.6008883,-98.1188072,success,"CHEROKEE TRAVEL MART, Calumet, OK, USA"
3148,YESWAY #1038,US-60 & SR-86,Neosho,MO,307,3.059,36.8665201,-94.3701651,success,"YESWAY #1038, Neosho, MO, USA"
3155,QUIK MART #18,US-72/SR-157,Tuscumbia,AL,615,3.00733333,34.7318811,-87.7028627,success,"QUIK MART #18, Tuscumbia, AL, USA"
3163,QUIKTRIP #71,"I-44, EXIT 238",Tulsa,OK,560,3.039,36.177548,-95.869291,success,"QUIKTRIP #71, Tulsa, OK, USA"
3164,QUIKTRIP #102,"I-44, EXIT 222A",Tulsa,OK,560,3.039,36.177548,-95.869291,success,"QUIKTRIP #102, Tulsa, OK, USA"
3165,LOVES TRAVEL STOP #213,"I-35, EXIT 211",Tonkawa,OK,500,3.584,36.6507439,-97.3416955,success,"LOVES TRAVEL STOP #213, Tonkawa, OK, USA"
3167,JASPER FOOD MART,US-78,Jasper,AL,615,3.229,33.8312185,-87.2775053,success,"JASPER FOOD MART, Jasper, AL, USA"
3171,One9 #265,"I-40, EXIT 287 & SR-136",Cookeville,TN,405,3.084,36.1623886,-85.4997057,success,"One9 #265, Cookeville, TN, USA"
3176,BP,US-6 & SR-15,New Paris,IN,365,3.65733333,41.5045465,-85.8241113,success,"BP, New Paris, IN, USA"
3178,ERNIES FUEL STOP #1605,SR-167,Kent,WA,977,4.599,47.4043794,-122.2273886,success,"ERNIES FUEL STOP #1605, Kent, WA, USA"
3179,MR FUEL #1020,"I-80 & I-94, EXIT 15B",Lake Station,IN,365,3.56566666,41.5750369,-87.2389246,success,"MR FUEL #1020, Lake Station, IN, USA"
3191,BUSY CORNER TRUCK STOP AND MARKET,"I-24, EXIT 105 & US-41/SR-2",Manchester,TN,460,3.049,35.4832001,-86.0887296,success,"BUSY CORNER TRUCK STOP AND MARKET, Manchester, TN, USA"
3205,CROSSROADS TRUCK STOP STATION,"I-29 & SR 34, MM 109",Colman,SD,530,3.159,43.982472,-96.814497,success,"CROSSROADS TRUCK STOP STATION, Colman, SD, USA"
3206,PERHAM OASIS,US-10 & SR-78,Perham,MN,250,3.499,46.5944042,-95.5725415,success,"PERHAM OASIS, Perham, MN, USA"
3215,SHELL TRUCKSTOP,"I-4, EXIT 44",Polk City,FL,225,3.449,28.1825147,-81.8239676,success,"SHELL TRUCKSTOP, Polk City, FL, USA"
3216,MAXS #124,"I-24, EXIT 86 & US-41",Oak Grove,KY,460,3.04233333,36.6650471,-87.4427878,success,"MAXS #124, Oak Grove, KY, USA"
3221,Pilot #1440,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.399,35.3100919,-91.5671898,success,"Pilot #1440, Bald Knob, AR, USA"
3222,POMPANO TRUCK STOP,"I-95, EXIT 36B",Pompano Beach,FL,95,3.759,26.2378597,-80.1247667,success,"POMPANO TRUCK STOP, Pompano Beach, FL, USA"
3226,ONE9 #245,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.609,40.2663107,-76.8861122,success,"ONE9 #245, Harrisburg, PA, USA"
3227,ONE9 MR FUEL #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219,33.0186699,-80.1762704,success,"ONE9 MR FUEL #64, Summerville, SC, USA"
3230,STRIPES #40815,US-281 & US-285,Falfurrias,TX,625,3.299,27.2257342,-98.1399398,success,"STRIPES #40815, Falfurrias, TX, USA"
3264,TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",Earle,AR,435,3.36733333,35.270644,-90.4657018,success,"TA WEST MEMPHIS TRAVEL CENTER, Earle, AR, USA"
3280,OUTPOST TRUCK STOP,US-85 & US-18/US-20,Lusk,WY,790,3.689,42.762467,-104.452175,success,"OUTPOST TRUCK STOP, Lusk, WY, USA"
3281,AMERICAN TRUCK PLAZA,I-80 EXIT 215 & SR-254,Milton,PA,138,3.799,41.0177269,-76.853084,success,"AMERICAN TRUCK PLAZA, Milton, PA, USA"
3284,CASEYS #4390,"I-49/US-71, EXIT 77 & US-160",Lamar,MO,416,3.199,37.491694,-94.297637,success,"CASEYS #4390, Lamar, MO, USA"
3297,SAPP BROS TRAVEL CENTER,"I-80, EXIT 370",Cheyenne,WY,795,3.70066666,41.157871,-104.661104,success,"SAPP BROS TRAVEL CENTER, Cheyenne, WY, USA"
3316,TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.249,34.769536,-92.2670941,success,"TRUCKOMAT OF N LITTLE ROCK, North Little Rock, AR, USA"
3326,MIRABITO #61,"I-81, EXIT 32",Central Square,NY,12,4.299,43.2875218,-76.1465708,success,"MIRABITO #61, Central Square, NY, USA"
3330,TA # 211 GREENLAND TRAVEL CENTER,"I-95, EXIT 3A & US-101",Greenland,NH,34,3.759,43.0361995,-70.8328322,success,"TA # 211 GREENLAND TRAVEL CENTER, Greenland, NH, USA"
3349,QUEEN CITY TRUCK STOP,"I-20 & I-59, EXIT150",Meridian,MS,705,2.939,32.3643098,-88.703656,success,"QUEEN CITY TRUCK STOP, Meridian, MS, USA"
3383,E-Express at Central Truck Stop,"I-35, EXIT 137",Oklahoma City,OK,483,2.879,35.4729886,-97.5170536,success,"E-Express at Central Truck Stop, Oklahoma City, OK, USA"
3386,LONGMONT TRUCK STOP,"I-25/US-87, EXIT 240 & SR-119",Longmont,CO,800,3.239,40.1672117,-105.101928,success,"LONGMONT TRUCK STOP, Longmont, CO, USA"
3401,POPS Mart #333,"I-77, EXIT 48 & SR-200",Winnsboro,SC,46,3.09066666,34.3807012,-81.0864776,success,"POPS Mart #333, Winnsboro, SC, USA"
3413,COUNTRY GIRL TRUCK STOP,US-167 & SR-156,Winnfield,LA,590,3.319,31.925228,-92.63994,success,"COUNTRY GIRL TRUCK STOP, Winnfield, LA, USA"
3415,JAYS EL CHEAPO FUEL STOP,"I-16, EXIT 104",Metter,GA,195,3.249,32.397118,-82.0601196,success,"JAYS EL CHEAPO FUEL STOP, Metter, GA, USA"
3418,Par Mar Store #164,"I-79, EXIT 105 & CR-7",Jane Lew,WV,165,3.999,39.1098747,-80.4067987,success,"Par Mar Store #164, Jane Lew, WV, USA"
3421,ERNIES TRUCK STOP,"I-5, EXIT 142",Federal Way,WA,977,4.599,47.304921,-122.314013,success,"ERNIES TRUCK STOP, Federal Way, WA, USA"
3422,PWI #167,"I-10, EXIT 601",Seguin,TX,740,2.889,29.5688411,-97.9647269,success,"PWI #167, Seguin, TX, USA"
3427,JOHNNYS MARKET,"I-69, EXIT 357",Fremont,IN,465,3.699,41.7308834,-84.9327395,success,"JOHNNYS MARKET, Fremont, IN, USA"
3432,PILOT TRAVEL CENTER #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.709,40.7672015,-87.1236579,success,"PILOT TRAVEL CENTER #34, Remington, IN, USA"
3435,PWI #168,"I-35, EXIT 266 & SR-195",Georgetown,TX,740,2.799,30.6370152,-97.6775634,success,"PWI #168, Georgetown, TX, USA"
3444,Acme Truck Stop,US-441/SR-500,Orlando,FL,140,3.449,28.5421218,-81.379045,success,"Acme Truck Stop, Orlando, FL, USA"
3460,CHROME TRUCK STOP,US-18 & US-169,Algona,IA,433,3.499,43.0699663,-94.233019,success,"CHROME TRUCK STOP, Algona, IA, USA"
3464,BOISE PETROLEUM LLC,"I-84,  EXIT 71",Boise,ID,785,3.379,43.6166163,-116.200886,success,"BOISE PETROLEUM LLC, Boise, ID, USA"
3471,MR FUEL DBA ONE9 #72,"I-16, EXIT 160",Savannah,GA,195,3.13233333,32.0790074,-81.0921335,success,"MR FUEL DBA ONE9 #72, Savannah, GA, USA"
3475,PILOT TRAVEL CENTERS #56,"I-85, EXIT 63",Kannapolis,NC,46,3.499,35.4979605,-80.6240008,success,"PILOT TRAVEL CENTERS #56, Kannapolis, NC, USA"
3477,CIRCLE K #4707404,"I-91, EXIT 7",Springfield,VT,170,3.699,43.2988213,-72.4817747,success,"CIRCLE K #4707404, Springfield, VT, USA"
3479,FAST MARKET #4550,"I-75/SR-401, EXIT 136 & US-341",Perry,GA,85,3.099,32.4586695,-83.7319658,success,"FAST MARKET #4550, Perry, GA, USA"
3493,CIRCLE K #2723675,"I-75, EXIT 290 & SR-20",Cartersville,GA,18,3.08566666,34.2085776,-84.7588778,success,"CIRCLE K #2723675, Cartersville, GA, USA"
3519,PILOT TRAVEL CENTERS #431,"I-10, EXIT 873",Orange,TX,610,3.309,30.0929879,-93.7365549,success,"PILOT TRAVEL CENTERS #431, Orange, TX, USA"
3522,SUNMART #308,US-59,Livingston,TX,610,2.859,30.711029,-94.9329898,success,"SUNMART #308, Livingston, TX, USA"
3526,JOE STOP 99,"I-75, EXIT 99 & SR-119",Anna,OH,411,3.064,40.3948773,-84.1729332,success,"JOE STOP 99, Anna, OH, USA"
3530,SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",Jefferson,IA,320,3.23233333,42.0352968,-94.3672713,success,"SPARKYS ONE STOP #22, Jefferson, IA, USA"
3536,PETRO STOPPING CENTER #307,I-40 EAST & S LAKESIDE Dr,Amarillo,TX,585,3.279,35.20729,-101.8371192,success,"PETRO STOPPING CENTER #307, Amarillo, TX, USA"
3539,Bigs 211,"I-10, EXIT 620 & SR-123",Seguin,TX,740,3.099,42.8739735,-70.8538682,success,"Bigs 211, Seguin, TX, USA"
3545,STOCKMENS TRUCK PLAZA,"I-494, EXIT 64A",South Saint Paul,MN,450,3.499,44.8906694,-93.0372808,success,"STOCKMENS TRUCK PLAZA, South Saint Paul, MN, USA"
3580,STINKER I 80 TRAVEL PLAZA,"I-80, EXIT 221 & SR-76",Sinclair,WY,838,3.759,41.7791754,-107.1162507,success,"STINKER I 80 TRAVEL PLAZA, Sinclair, WY, USA"
3585,CHEVRON,"I-80, EXIT 129",Lovelock,NV,966,3.499,40.1795908,-118.4725192,success,"CHEVRON, Lovelock, NV, USA"
3588,BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",Winnie,TX,610,2.999,29.8202205,-94.3840777,success,"BINGO TRUCK STOP, Winnie, TX, USA"
3592,TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",Fort Bridger,WY,835,3.71566666,41.3168326,-110.384961,success,"TA BRIDGER TRAVEL CENTER #188, Fort Bridger, WY, USA"
3593,TA Parowan Travel Center,"I-15, EXIT 78",Parowan,UT,910,3.70566666,37.8421975,-112.8279996,success,"TA Parowan Travel Center, Parowan, UT, USA"
3605,SPEEDYS #6,"I-35, EXIT 33",Saint Joseph,MO,400,3.169,39.7573494,-94.8031182,success,"SPEEDYS #6, Saint Joseph, MO, USA"
3608,FUEL MART #787,"I-57, EXIT 212 & US-36",Tuscola,IL,280,3.199,39.791331,-88.2598758,success,"FUEL MART #787, Tuscola, IL, USA"
3614,PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",South Bend,IN,465,3.799,41.6833813,-86.2500066,success,"PILOT TRAVEL CENTERS #35, South Bend, IN, USA"
3616,PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",Toledo,OH,550,3.77233333,41.6529143,-83.5378173,success,"PILOT TRAVEL CENTERS #15, Toledo, OH, USA"
3619,ROAD RANGER #141,"I-70, EXIT 23",Brazil,IN,375,3.659,39.4471673,-87.1255582,success,"ROAD RANGER #141, Brazil, IN, USA"
3620,One9 #16,"I-71 & US-68, EXIT 50",Wilmington,OH,315,3.14233333,39.4453393,-83.8285375,success,"One9 #16, Wilmington, OH, USA"
3645,SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",Snow Shoe,PA,14,3.469,41.0308914,-77.9494489,success,"SNOW SHOE TRAVEL PLAZA, Snow Shoe, PA, USA"
3678,TIMES MARKET #299,US-281 BUS,Alice,TX,625,3.099,27.7522487,-98.0697249,success,"TIMES MARKET #299, Alice, TX, USA"
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.559,42.6747934,-82.8151573,success,"SPEEDWAY #2314, New Baltimore, MI, USA"
3692,CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",Charlotte,NC,46,3.53233333,35.2272086,-80.8430827,success,"CHARLOTTE TRAVEL PLAZA, Charlotte, NC, USA"
3699,WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",Warren,IN,375,3.399,40.6828226,-85.4271953,success,"WARREN TRAVEL PLAZA, Warren, IN, USA"
3702,BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,Hogansburg,NY,39,3.649,44.9739364,-74.6632416,success,"BEARS DEN TRADING POST #101, Hogansburg, NY, USA"
3707,SPEEDWAY #4704,"I-90, EXIT 154",Albert Lea,MN,425,3.299,43.6879922,-93.4206879,success,"SPEEDWAY #4704, Albert Lea, MN, USA"
3718,SPEEDWAY #4706,"I-90, EXIT 265",Chamberlain,SD,455,3.299,43.7682598,-99.3128964,success,"SPEEDWAY #4706, Chamberlain, SD, USA"
3719,KEYSTONE TRUCK STOP,US-22 & SR-164,Loretto,PA,14,3.999,40.5029161,-78.6314019,success,"KEYSTONE TRUCK STOP, Loretto, PA, USA"
3725,GENEVA TRUCK STOP,"I-79, EXIT 35/141",Cochranton,PA,240,3.81566666,41.5200534,-80.0483929,success,"GENEVA TRUCK STOP, Cochranton, PA, USA"
3728,PLAZA 23 TRUCK STOP,"I-787, EXIT 2",Albany,NY,12,3.799,42.6345753,-73.7548755,success,"PLAZA 23 TRUCK STOP, Albany, NY, USA"
3737,JORDAN'S KWIK STOP #70,US-49,West Helena,AR,435,3.399,34.501088,-90.6102367,success,"JORDAN'S KWIK STOP #70, West Helena, AR, USA"
3745,PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",Columbus,MT,780,3.58066666,45.644991,-109.246828,success,"PILOT TRAVEL CENTER #906-TOWN PUMP, Columbus, MT, USA"
3759,EXXON,US-67 & SR-18,Newport,AR,695,4.13233333,35.6381061,-91.2432078,success,"EXXON, Newport, AR, USA"
3767,SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",Emporia,VA,180,3.099,36.6645301,-77.5540112,success,"SIMMONS TRAVEL CENTER, Emporia, VA, USA"
3772,Brake Time Corner Market,"I-25, EXIT 240",Burlington,CO,800,3.499,39.3046827,-102.2680065,success,"Brake Time Corner Market, Burlington, CO, USA"
3774,SINCLAIR,"I-70, EXIT 438",Burlington,CO,796,3.889,39.3014292,-102.2525526,success,"SINCLAIR, Burlington, CO, USA"
3781,REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",Crook,CO,475,3.38233333,40.8578024,-102.8011867,success,"REATTA TRAVEL STOP, Crook, CO, USA"
3783,CIRCLE K #2744095,"I-25, EXIT 215",Denver,CO,800,3.299,39.6869141,-104.9402733,success,"CIRCLE K #2744095, Denver, CO, USA"
3794,SPEEDWAY #4701,"I-90, EXIT 73",Jackson,MN,425,3.299,43.6207916,-94.9886022,success,"SPEEDWAY #4701, Jackson, MN, USA"
3817,FAST MARKET,"I-25, EXIT 158",Colorado Springs,CO,803,3.159,38.9494534,-104.8035755,success,"FAST MARKET, Colorado Springs, CO, USA"
3843,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,500,3.21566666,36.2907352,-97.288396,success,"ONCUE EXPRESS #61, Perry, OK, USA"
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.239,38.8019893,-75.586297,success,"SHORE STOP #279, Greenwood, DE, USA"
3888,Fics Plaza,"I-90, EXIT 184",Deer Lodge,MT,816,3.519,46.395761,-112.730038,success,"Fics Plaza, Deer Lodge, MT, USA"
3889,CIRCLE K #2701686,"I-75, EXIT 220",Bradenton,FL,225,3.439,27.4430775,-82.467191,success,"CIRCLE K #2701686, Bradenton, FL, USA"
3907,SUNOCO,US-46 & SR-93,Palisades Park,NJ,105,3.279,40.8412927,-73.9963589,success,"SUNOCO, Palisades Park, NJ, USA"
3908,SEMINOLE TRUCK STOP,"I-75, EXIT 354",Fort Lauderdale,FL,95,3.699,26.1223084,-80.1433786,success,"SEMINOLE TRUCK STOP, Fort Lauderdale, FL, USA"
3927,MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",Fort Lauderdale,FL,95,3.66566666,26.1223084,-80.1433786,success,"MICCOSUKEE SERVICE PLAZA, Fort Lauderdale, FL, USA"
3936,Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,460,2.989,36.2079779,-86.2910945,success,"Uncle Petes Truck  Stop, Lebanon, TN, USA"
3946,Fast Lane,US-24 & US-63,Moberly,MO,310,3.469,39.404384,-92.446917,success,"Fast Lane, Moberly, MO, USA"
3949,SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",Lake City,FL,75,3.699,30.114901,-82.65817,success,"SUNSTOP #337, Lake City, FL, USA"
3956,CIRCLE K #2707451,US-27/SR-25 & SR-70,Lake Placid,FL,225,3.399,27.2930999,-81.3628502,success,"CIRCLE K #2707451, Lake Placid, FL, USA"
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.489,42.2237402,-85.787611,success,"SPEEDWAY #6604, Mattawan, MI, USA"
3970,EXXON - Pilot #1293,"I-30, EXIT 61",Garland,TX,630,2.84233333,32.833872,-96.6333473,success,"EXXON - Pilot #1293, Garland, TX, USA"
3973,LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",Oklahoma City,OK,483,3.319,35.3955182,-97.2658866,success,"LOVES TRAVEL STOP #205, Oklahoma City, OK, USA"
3974,LOVES TRAVEL STOP #201,I-40 EXIT 41,Elk City,OK,483,3.12566666,35.422834,-99.372296,success,"LOVES TRAVEL STOP #201, Elk City, OK, USA"
3975,SUNSTOP #334,"I-10, EXIT 335 & SR-121",Macclenny,FL,75,3.459,30.2821807,-82.1220569,success,"SUNSTOP #334, Macclenny, FL, USA"
3979,PETRO GARY 369,"I-80 & I-94, EXIT 9",Gary,IN,365,3.83066666,41.6020962,-87.3370646,success,"PETRO GARY 369, Gary, IN, USA"
4006,MISSILE MART #1,US-167 & SR-7,El Dorado,AR,635,3.499,33.258057,-92.645186,success,"MISSILE MART #1, El Dorado, AR, USA"
4008,BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",Baldwin,WI,295,3.503,44.9349964,-92.3734444,success,"BALDWIN TRAVEL PLAZA, Baldwin, WI, USA"
4025,BP,"I-85, EXIT 21  & US-178",Anderson,SC,30,2.909,34.5133403,-82.6478773,success,"BP, Anderson, SC, USA"
4035,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,695,3.375,35.2804615,-93.0920484,success,"PILOT TRAVEL CENTER #430, Russellville, AR, USA"
4062,DUDLEYS TRUCK STOP RESTAURANT,US-220,Rocky Mount,VA,185,3.299,36.9962007,-79.8909474,success,"DUDLEYS TRUCK STOP RESTAURANT, Rocky Mount, VA, USA"
4063,STUCKEY'S,"I-59, EXIT 67 & US-49",Hattiesburg,MS,620,2.999,31.3593377,-89.3499651,success,"STUCKEY'S, Hattiesburg, MS, USA"
4080,SHELL DBA PILOT DEALER #874,US-41,Miami,FL,176,3.699,25.7741566,-80.1935973,success,"SHELL DBA PILOT DEALER #874, Miami, FL, USA"
4101,E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,Pryor,OK,560,3.099,34.5067221,-97.1107648,success,"E-Z MART #4411, Pryor, OK, USA"
4113,ASAP GENERAL STORE #330,US-412/SR-15,Enid,OK,500,3.08233333,36.3967623,-97.8791341,success,"ASAP GENERAL STORE #330, Enid, OK, USA"
4115,QUIKTRIP #707,"I-85 , EXIT 96",Atlanta,GA,18,3.34066666,33.8000136,-84.416655,success,"QUIKTRIP #707, Atlanta, GA, USA"
4119,JET FOOD STORE #82,US-441 & CR-13,Douglas,GA,10,3.44066666,31.5088073,-82.8498654,success,"JET FOOD STORE #82, Douglas, GA, USA"
4156,PETRO STOPPING CENTER #305,"I-10, EXIT 582",San Antonio,TX,740,3.20733333,29.4376276,-98.3799214,success,"PETRO STOPPING CENTER #305, San Antonio, TX, USA"
4161,EL CHEAPO,I-95 & EXIT 76,Midway,GA,195,3.52566666,31.8000763,-81.4331585,success,"EL CHEAPO, Midway, GA, USA"
4164,CIRCLE K #2723897,"I-75, EXIT 138",Thomasville,GA,20,3.23566666,30.816579,-84.000697,success,"CIRCLE K #2723897, Thomasville, GA, USA"
4169,TA KINGMAN TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,910,3.899,35.1895921,-114.0532996,success,"TA KINGMAN TRAVEL CENTER, Kingman, AZ, USA"
4171,PETRO SERVE USA #11,US-2 & US-71,Bemidji,MN,355,3.499,47.4723148,-94.8832791,success,"PETRO SERVE USA #11, Bemidji, MN, USA"
